,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,habitat,season
12476,2,1.59,3,4.0,9,2,3.0,8,6.02,2.34,,8.0,9,,,2,11.0,1,2
12477,2,1.58,3,2.0,9,2,3.0,8,6.71,1.8,,8.0,9,,,2,11.0,8,2
12478,2,1.51,3,2.0,9,2,3.0,8,5.41,1.99,,8.0,9,,,2,11.0,1,2
12479,2,1.39,3,2.0,9,2,1.0,8,5.63,1.71,,8.0,9,,,2,11.0,5,3
12480,2,1.41,3,8.0,9,2,3.0,8,6.7,1.9,,8.0,9,,,2,11.0,1,3
12481,2,1.45,3,4.0,1,2,1.0,8,6.01,2.09,,8.0,9,,,2,11.0,5,2
12482,2,1.67,3,8.0,1,2,3.0,8,6.53,1.86,,8.0,9,,,2,11.0,5,2
12483,2,1.22,3,8.0,1,2,1.0,8,5.06,1.92,,8.0,9,,,2,11.0,5,3
12484,2,1.43,3,8.0,1,2,3.0,8,5.9,1.93,,8.0,9,,,2,11.0,5,3
12485,2,1.45,3,2.0,1,2,3.0,8,6.59,2.14,,8.0,9,,,2,11.0,1,3
12486,2,1.6,3,4.0,1,2,1.0,8,5.99,2.03,,8.0,9,,,2,11.0,8,2
12487,2,1.77,3,4.0,1,2,1.0,8,6.88,2.97,,8.0,9,,,2,11.0,5,3
12488,2,1.86,3,8.0,1,2,3.0,8,7.68,2.65,,8.0,9,,,2,11.0,5,2
12489,2,1.55,3,4.0,1,2,1.0,8,5.76,1.83,,8.0,9,,,2,11.0,5,3
12490,2,1.34,3,8.0,9,2,1.0,8,6.12,2.0,,8.0,9,,,2,11.0,8,2
12491,2,1.33,3,8.0,9,2,3.0,8,6.39,2.03,,8.0,9,,,2,11.0,1,3
12492,2,1.43,3,2.0,9,2,1.0,8,5.99,1.77,,8.0,9,,,2,11.0,8,2
12493,2,1.27,3,4.0,9,2,1.0,8,5.62,2.01,,8.0,9,,,2,11.0,8,3
12494,2,1.47,3,2.0,9,2,3.0,8,5.79,1.81,,8.0,9,,,2,11.0,8,3
12495,2,1.7,3,4.0,9,2,3.0,8,6.14,2.27,,8.0,9,,,2,11.0,8,2
12496,2,1.31,3,2.0,1,2,3.0,8,4.93,1.82,,8.0,9,,,2,11.0,8,2
12497,2,1.85,3,4.0,1,2,3.0,8,6.23,2.37,,8.0,9,,,2,11.0,5,2
12498,2,1.59,3,8.0,1,2,3.0,8,5.31,1.45,,8.0,9,,,2,11.0,5,2
12499,2,1.24,3,4.0,1,2,3.0,8,5.41,1.43,,8.0,9,,,2,11.0,8,2
12500,2,1.45,3,8.0,1,2,1.0,8,6.51,1.95,,8.0,9,,,2,11.0,1,3
12501,2,1.39,3,8.0,1,2,3.0,8,5.28,1.48,,8.0,9,,,2,11.0,8,2
12502,2,1.21,3,8.0,9,2,3.0,8,6.09,2.09,,8.0,9,,,2,11.0,5,3
12503,2,1.21,3,2.0,1,2,3.0,8,5.16,1.4,,8.0,9,,,2,11.0,5,2
12504,2,1.59,3,2.0,1,2,3.0,8,6.36,1.85,,8.0,9,,,2,11.0,8,3
12505,2,1.28,3,8.0,9,2,1.0,8,5.65,1.61,,8.0,9,,,2,11.0,1,3
12506,2,1.39,3,8.0,1,2,1.0,8,6.15,2.02,,8.0,9,,,2,11.0,8,3
12507,2,1.51,3,2.0,9,2,1.0,8,6.09,1.48,,8.0,9,,,2,11.0,5,3
12508,2,1.4,3,8.0,9,2,1.0,8,5.83,2.17,,8.0,9,,,2,11.0,1,3
12509,2,1.59,3,4.0,9,2,3.0,8,7.02,2.23,,8.0,9,,,2,11.0,5,3
12510,2,1.42,3,4.0,9,2,3.0,8,5.8,2.01,,8.0,9,,,2,11.0,8,3
12511,2,1.76,3,2.0,1,2,3.0,8,6.35,1.96,,8.0,9,,,2,11.0,8,3
12512,2,1.45,3,2.0,9,2,3.0,8,5.98,1.93,,8.0,9,,,2,11.0,1,2
12513,2,1.79,3,2.0,9,2,1.0,8,6.28,2.57,,8.0,9,,,2,11.0,8,3
12514,2,1.38,3,8.0,9,2,1.0,8,5.16,1.53,,8.0,9,,,2,11.0,8,2
12515,2,1.54,3,2.0,9,2,3.0,8,6.49,2.22,,8.0,9,,,2,11.0,1,3
12516,2,1.62,3,2.0,9,2,1.0,8,6.21,2.09,,8.0,9,,,2,11.0,1,2
12517,2,1.49,3,4.0,9,2,1.0,8,5.68,1.6,,8.0,9,,,2,11.0,1,2
12518,2,1.29,3,2.0,1,2,1.0,8,6.61,2.3,,8.0,9,,,2,11.0,5,2
12519,2,1.58,3,8.0,9,2,1.0,8,5.88,2.0,,8.0,9,,,2,11.0,5,2
12520,2,1.53,3,4.0,9,2,1.0,8,6.49,2.01,,8.0,9,,,2,11.0,5,2
12521,2,1.5,3,4.0,9,2,3.0,8,6.35,2.46,,8.0,9,,,2,11.0,5,3
12522,2,1.45,3,4.0,1,2,1.0,8,6.08,2.04,,8.0,9,,,2,11.0,5,3
12523,2,1.64,3,2.0,9,2,1.0,8,6.73,2.88,,8.0,9,,,2,11.0,1,2
12524,2,1.6,3,8.0,9,2,3.0,8,5.75,1.92,,8.0,9,,,2,11.0,5,2
12525,2,1.51,3,2.0,9,2,3.0,8,5.68,1.74,,8.0,9,,,2,11.0,8,3
12526,2,1.34,3,8.0,9,2,1.0,8,6.07,2.03,,8.0,9,,,2,11.0,8,3
12527,2,1.5,3,4.0,9,2,1.0,8,6.63,2.2,,8.0,9,,,2,11.0,5,2
12528,2,1.66,3,8.0,1,2,3.0,8,4.86,1.91,,8.0,9,,,2,11.0,8,3
12529,2,1.71,3,4.0,1,2,1.0,8,6.43,2.32,,8.0,9,,,2,11.0,1,2
12530,2,1.39,3,2.0,9,2,3.0,8,5.44,2.09,,8.0,9,,,2,11.0,1,2
12531,2,1.37,3,2.0,1,2,3.0,8,6.03,2.04,,8.0,9,,,2,11.0,1,2
12532,2,1.32,3,4.0,9,2,3.0,8,5.04,1.32,,8.0,9,,,2,11.0,1,3
12533,2,1.5,3,2.0,9,2,1.0,8,5.99,1.91,,8.0,9,,,2,11.0,5,3
12534,2,1.55,3,2.0,9,2,1.0,8,6.13,1.98,,8.0,9,,,2,11.0,8,2
12535,2,1.64,3,8.0,9,2,1.0,8,7.05,2.7,,8.0,9,,,2,11.0,8,2
12536,2,1.53,3,4.0,1,2,3.0,8,6.38,2.43,,8.0,9,,,2,11.0,1,3
12537,2,1.53,3,8.0,9,2,1.0,8,5.85,2.22,,8.0,9,,,2,11.0,8,3
12538,2,1.51,3,4.0,9,2,1.0,8,6.57,2.17,,8.0,9,,,2,11.0,5,3
12539,2,1.58,3,8.0,1,2,3.0,8,5.33,2.21,,8.0,9,,,2,11.0,1,3
12540,2,1.49,3,8.0,9,2,1.0,8,5.42,2.32,,8.0,9,,,2,11.0,8,3
12541,2,1.18,3,2.0,9,2,1.0,8,5.82,1.49,,8.0,9,,,2,11.0,1,2
12542,2,1.2,3,4.0,9,2,1.0,8,5.74,2.37,,8.0,9,,,2,11.0,1,3
12543,2,1.66,3,2.0,1,2,3.0,8,6.25,2.12,,8.0,9,,,2,11.0,8,2
12544,2,1.52,3,4.0,9,2,3.0,8,6.59,2.12,,8.0,9,,,2,11.0,1,2
12545,2,1.53,3,8.0,9,2,1.0,8,6.21,2.25,,8.0,9,,,2,11.0,8,2
12546,2,1.53,3,8.0,1,2,1.0,8,5.93,1.85,,8.0,9,,,2,11.0,8,3
12547,2,1.38,3,8.0,1,2,3.0,8,5.53,1.55,,8.0,9,,,2,11.0,8,3
12548,2,1.62,3,2.0,9,2,3.0,8,5.9,2.08,,8.0,9,,,2,11.0,8,2
12549,2,1.37,3,2.0,9,2,3.0,8,5.84,1.84,,8.0,9,,,2,11.0,5,2
12550,2,1.43,3,8.0,9,2,3.0,8,6.05,1.96,,8.0,9,,,2,11.0,5,2
12551,2,1.64,3,8.0,1,2,3.0,8,7.27,2.3,,8.0,9,,,2,11.0,1,3
12552,2,1.16,3,2.0,9,2,3.0,8,5.74,1.92,,8.0,9,,,2,11.0,1,2
12553,2,1.7,3,2.0,9,2,3.0,8,7.47,2.74,,8.0,9,,,2,11.0,5,2
12554,2,1.51,3,4.0,1,2,3.0,8,5.41,1.78,,8.0,9,,,2,11.0,8,3
12555,2,1.43,3,2.0,1,2,1.0,8,5.83,1.72,,8.0,9,,,2,11.0,5,3
12556,2,1.66,3,2.0,1,2,3.0,8,7.29,2.15,,8.0,9,,,2,11.0,8,2
12557,2,1.5,3,2.0,9,2,1.0,8,5.26,1.2,,8.0,9,,,2,11.0,1,2
12558,2,1.37,3,8.0,9,2,1.0,8,6.31,2.0,,8.0,9,,,2,11.0,8,3
12559,2,1.47,3,4.0,1,2,1.0,8,6.11,2.07,,8.0,9,,,2,11.0,5,2
12560,2,1.65,3,4.0,9,2,1.0,8,5.67,2.07,,8.0,9,,,2,11.0,8,2
12561,2,1.45,3,8.0,9,2,3.0,8,6.06,1.8,,8.0,9,,,2,11.0,8,3
12562,2,1.52,3,2.0,1,2,1.0,8,5.52,1.82,,8.0,9,,,2,11.0,8,2
12563,2,1.27,3,8.0,9,2,1.0,8,6.17,1.67,,8.0,9,,,2,11.0,8,2
12564,2,1.63,3,4.0,9,2,1.0,8,7.5,2.61,,8.0,9,,,2,11.0,1,2
12565,2,1.78,3,2.0,9,2,1.0,8,6.18,2.22,,8.0,9,,,2,11.0,1,2
12566,2,1.41,3,4.0,1,2,3.0,8,5.76,1.89,,8.0,9,,,2,11.0,8,2
12567,2,1.48,3,2.0,9,2,3.0,8,5.74,1.65,,8.0,9,,,2,11.0,1,2
12568,2,1.6,3,4.0,1,2,3.0,8,6.16,2.11,,8.0,9,,,2,11.0,8,2
12569,2,1.51,3,2.0,1,2,3.0,8,6.14,2.27,,8.0,9,,,2,11.0,1,3
12570,2,1.59,3,4.0,1,2,3.0,8,6.92,2.56,,8.0,9,,,2,11.0,1,3
12571,2,1.22,3,4.0,1,2,1.0,8,5.73,1.66,,8.0,9,,,2,11.0,8,3
12572,2,1.53,3,8.0,9,2,1.0,8,6.14,2.0,,8.0,9,,,2,11.0,5,3
12573,2,1.54,3,8.0,1,2,1.0,8,4.89,1.66,,8.0,9,,,2,11.0,8,3
12574,2,1.52,3,4.0,1,2,1.0,8,5.43,1.77,,8.0,9,,,2,11.0,1,3
12575,2,1.64,3,2.0,1,2,1.0,8,6.06,1.94,,8.0,9,,,2,11.0,1,2
12576,2,1.4,3,8.0,1,2,3.0,8,6.46,1.87,,8.0,9,,,2,11.0,1,2
12577,2,1.63,3,2.0,1,2,1.0,8,6.74,2.53,,8.0,9,,,2,11.0,5,2
12578,2,1.42,3,2.0,1,2,1.0,8,5.32,1.8,,8.0,9,,,2,11.0,1,2
12579,2,1.34,3,8.0,1,2,1.0,8,6.54,1.76,,8.0,9,,,2,11.0,8,3
12580,2,1.49,3,8.0,9,2,3.0,8,5.59,2.12,,8.0,9,,,2,11.0,8,3
12581,2,1.28,3,4.0,1,2,3.0,8,5.32,1.8,,8.0,9,,,2,11.0,8,3
12582,2,1.61,3,8.0,1,2,1.0,8,7.73,2.81,,8.0,9,,,2,11.0,5,2
12583,2,1.8,3,2.0,1,2,1.0,8,7.49,2.48,,8.0,9,,,2,11.0,5,2
12584,2,1.29,3,2.0,9,2,1.0,8,5.13,1.98,,8.0,9,,,2,11.0,1,3
12585,2,1.37,3,2.0,9,2,3.0,8,6.4,2.04,,8.0,9,,,2,11.0,8,3
12586,2,1.61,3,4.0,9,2,3.0,8,6.95,2.51,,8.0,9,,,2,11.0,5,2
12587,2,1.47,3,2.0,9,2,3.0,8,6.37,1.74,,8.0,9,,,2,11.0,8,2
12588,2,1.36,3,4.0,1,2,3.0,8,6.17,1.4,,8.0,9,,,2,11.0,1,2
12589,2,1.36,3,2.0,9,2,1.0,8,5.29,1.94,,8.0,9,,,2,11.0,8,3
12590,2,1.56,3,8.0,9,2,3.0,8,6.47,1.69,,8.0,9,,,2,11.0,8,2
12591,2,1.23,3,4.0,9,2,1.0,8,5.66,2.06,,8.0,9,,,2,11.0,8,3
12592,2,1.93,3,2.0,9,2,1.0,8,6.5,2.57,,8.0,9,,,2,11.0,8,2
12593,2,1.37,3,8.0,1,2,3.0,8,4.72,1.39,,8.0,9,,,2,11.0,5,2
12594,2,1.47,3,4.0,9,2,3.0,8,5.81,1.72,,8.0,9,,,2,11.0,1,2
12595,2,1.35,3,2.0,9,2,3.0,8,6.09,1.92,,8.0,9,,,2,11.0,5,3
12596,2,1.73,3,8.0,9,2,3.0,8,7.46,2.37,,8.0,9,,,2,11.0,1,2
12597,2,1.65,3,8.0,9,2,1.0,8,5.68,2.01,,8.0,9,,,2,11.0,1,3
12598,2,1.45,3,2.0,1,2,3.0,8,6.05,1.93,,8.0,9,,,2,11.0,1,2
12599,2,1.45,3,4.0,9,2,1.0,8,6.07,2.13,,8.0,9,,,2,11.0,8,3
12600,2,1.47,3,2.0,9,2,1.0,8,6.71,1.8,,8.0,9,,,2,11.0,8,3
12601,2,1.47,3,8.0,1,2,1.0,8,6.16,1.97,,8.0,9,,,2,11.0,5,2
12602,2,1.49,3,4.0,9,2,3.0,8,4.98,1.56,,8.0,9,,,2,11.0,8,3
12603,2,1.32,3,8.0,9,2,3.0,8,6.41,2.25,,8.0,9,,,2,11.0,1,3
12604,2,1.46,3,8.0,9,2,1.0,8,5.32,2.07,,8.0,9,,,2,11.0,1,3
12605,2,1.62,3,2.0,1,2,1.0,8,6.76,2.56,,8.0,9,,,2,11.0,1,2
12606,2,1.56,3,8.0,9,2,1.0,8,6.58,2.36,,8.0,9,,,2,11.0,8,2
12607,2,1.78,3,4.0,9,2,1.0,8,7.02,2.47,,8.0,9,,,2,11.0,8,3
12608,2,1.43,3,8.0,1,2,3.0,8,5.01,1.37,,8.0,9,,,2,11.0,5,2
12609,2,1.68,3,2.0,9,2,1.0,8,6.74,2.31,,8.0,9,,,2,11.0,5,3
12610,2,1.31,3,8.0,1,2,3.0,8,6.75,2.33,,8.0,9,,,2,11.0,1,2
12611,2,1.51,3,8.0,1,2,3.0,8,5.41,2.14,,8.0,9,,,2,11.0,8,2
12612,2,1.61,3,2.0,9,2,1.0,8,6.47,1.97,,8.0,9,,,2,11.0,8,3
12613,2,1.57,3,4.0,1,2,3.0,8,6.12,2.35,,8.0,9,,,2,11.0,8,3
12614,2,1.43,3,4.0,1,2,1.0,8,5.75,1.71,,8.0,9,,,2,11.0,1,2
12615,2,1.66,3,8.0,9,2,3.0,8,5.38,2.08,,8.0,9,,,2,11.0,1,2
12616,2,1.5,3,2.0,1,2,3.0,8,5.77,2.01,,8.0,9,,,2,11.0,8,3
12617,2,1.48,3,8.0,9,2,3.0,8,7.27,2.5,,8.0,9,,,2,11.0,8,2
12618,2,1.46,3,8.0,9,2,1.0,8,6.65,2.06,,8.0,9,,,2,11.0,5,3
12619,2,1.16,3,4.0,9,2,3.0,8,5.76,1.47,,8.0,9,,,2,11.0,5,3
12620,2,1.45,3,4.0,9,2,1.0,8,6.29,2.32,,8.0,9,,,2,11.0,1,2
12621,2,1.35,3,8.0,9,2,1.0,8,6.08,2.2,,8.0,9,,,2,11.0,5,2
12622,2,1.68,3,4.0,1,2,3.0,8,6.67,2.79,,8.0,9,,,2,11.0,5,2
12623,2,1.49,3,2.0,1,2,3.0,8,6.2,1.92,,8.0,9,,,2,11.0,1,2
12624,2,1.52,3,2.0,1,2,3.0,8,6.18,1.78,,8.0,9,,,2,11.0,1,3
12625,2,1.67,3,4.0,9,2,1.0,8,6.24,2.23,,8.0,9,,,2,11.0,5,2
12626,2,1.75,3,8.0,9,2,1.0,8,7.54,2.32,,8.0,9,,,2,11.0,5,3
12627,2,1.43,3,4.0,1,2,3.0,8,6.03,1.82,,8.0,9,,,2,11.0,8,3
12628,2,1.33,3,4.0,1,2,3.0,8,6.36,1.88,,8.0,9,,,2,11.0,1,3
12629,2,1.2,3,2.0,1,2,1.0,8,5.27,1.61,,8.0,9,,,2,11.0,5,3
12630,2,1.55,3,2.0,1,2,1.0,8,5.58,1.53,,8.0,9,,,2,11.0,8,2
12631,2,1.4,3,2.0,9,2,3.0,8,4.18,1.1,,8.0,9,,,2,11.0,8,3
12632,2,1.32,3,2.0,1,2,3.0,8,5.25,1.83,,8.0,9,,,2,11.0,1,2
12633,2,1.47,3,2.0,9,2,3.0,8,5.78,1.88,,8.0,9,,,2,11.0,5,3
12634,2,1.69,3,2.0,9,2,3.0,8,7.25,2.21,,8.0,9,,,2,11.0,1,2
12635,2,1.38,3,4.0,1,2,1.0,8,6.25,1.6,,8.0,9,,,2,11.0,8,2
12636,2,1.5,3,8.0,9,2,1.0,8,5.96,2.05,,8.0,9,,,2,11.0,1,2
12637,2,1.43,3,4.0,9,2,1.0,8,5.65,2.05,,8.0,9,,,2,11.0,1,3
12638,2,1.44,3,2.0,1,2,1.0,8,6.2,2.15,,8.0,9,,,2,11.0,8,3
12639,2,1.67,3,8.0,9,2,1.0,8,7.32,3.01,,8.0,9,,,2,11.0,5,2
12640,2,1.7,3,8.0,9,2,3.0,8,6.21,2.5,,8.0,9,,,2,11.0,1,3
12641,2,1.52,3,2.0,1,2,3.0,8,6.27,2.05,,8.0,9,,,2,11.0,8,3
12642,2,1.32,3,4.0,9,2,1.0,8,5.67,1.94,,8.0,9,,,2,11.0,8,3
12643,2,1.55,3,8.0,9,2,1.0,8,5.9,1.89,,8.0,9,,,2,11.0,5,2
12644,2,1.63,3,4.0,1,2,3.0,8,6.48,1.98,,8.0,9,,,2,11.0,1,2
12645,2,1.52,3,4.0,1,2,1.0,8,6.04,1.98,,8.0,9,,,2,11.0,5,3
12646,2,1.39,3,4.0,1,2,3.0,8,6.01,2.03,,8.0,9,,,2,11.0,8,3
12647,2,1.72,3,2.0,1,2,1.0,8,7.11,2.16,,8.0,9,,,2,11.0,5,2
12648,2,1.42,3,2.0,9,2,1.0,8,6.27,1.82,,8.0,9,,,2,11.0,1,2
12649,2,1.56,3,4.0,1,2,3.0,8,5.59,1.66,,8.0,9,,,2,11.0,1,2
12650,2,1.22,3,2.0,1,2,1.0,8,6.03,2.1,,8.0,9,,,2,11.0,8,2
12651,2,1.43,3,8.0,9,2,1.0,8,7.01,2.58,,8.0,9,,,2,11.0,1,3
12652,2,1.19,3,4.0,9,2,3.0,8,6.12,1.75,,8.0,9,,,2,11.0,8,3
12653,2,1.18,3,4.0,9,2,1.0,8,5.44,1.53,,8.0,9,,,2,11.0,1,3
12654,2,1.56,3,2.0,1,2,3.0,8,6.07,2.06,,8.0,9,,,2,11.0,5,3
12655,2,1.43,3,8.0,1,2,3.0,8,6.34,1.59,,8.0,9,,,2,11.0,8,3
12656,2,1.8,3,8.0,1,2,3.0,8,6.43,2.54,,8.0,9,,,2,11.0,1,2
12657,2,1.35,3,2.0,1,2,1.0,8,5.63,1.82,,8.0,9,,,2,11.0,1,3
12658,2,1.52,3,8.0,9,2,1.0,8,5.82,2.12,,8.0,9,,,2,11.0,5,2
12659,2,1.69,3,2.0,9,2,1.0,8,5.08,1.54,,8.0,9,,,2,11.0,1,3
12660,2,1.16,3,8.0,1,2,3.0,8,5.75,1.61,,8.0,9,,,2,11.0,8,2
12661,2,1.41,3,4.0,1,2,1.0,8,6.74,1.82,,8.0,9,,,2,11.0,5,2
12662,2,1.6,3,4.0,1,2,1.0,8,6.65,2.65,,8.0,9,,,2,11.0,5,2
12663,2,1.67,3,2.0,9,2,1.0,8,5.37,1.82,,8.0,9,,,2,11.0,1,2
12664,2,1.65,3,4.0,9,2,3.0,8,5.68,1.36,,8.0,9,,,2,11.0,5,2
12665,2,1.51,3,2.0,1,2,3.0,8,5.83,1.84,,8.0,9,,,2,11.0,5,3
12666,2,1.42,3,8.0,9,2,3.0,8,5.66,2.06,,8.0,9,,,2,11.0,5,2
12667,2,1.35,3,4.0,9,2,1.0,8,6.32,2.01,,8.0,9,,,2,11.0,1,3
12668,2,1.6,3,8.0,1,2,1.0,8,5.64,1.85,,8.0,9,,,2,11.0,1,2
12669,2,1.48,3,8.0,1,2,3.0,8,5.62,1.99,,8.0,9,,,2,11.0,8,3
12670,2,1.23,3,2.0,9,2,1.0,8,5.59,2.05,,8.0,9,,,2,11.0,8,3
12671,2,1.62,3,8.0,9,2,3.0,8,6.46,2.06,,8.0,9,,,2,11.0,8,2
12672,2,1.72,3,8.0,9,2,1.0,8,6.34,2.24,,8.0,9,,,2,11.0,5,3
12673,2,1.73,3,2.0,9,2,1.0,8,6.33,2.18,,8.0,9,,,2,11.0,1,3
12674,2,1.4,3,8.0,9,2,1.0,8,5.97,1.8,,8.0,9,,,2,11.0,8,2
12675,2,1.74,3,2.0,1,2,1.0,8,6.68,2.29,,8.0,9,,,2,11.0,8,2
12676,2,1.41,3,8.0,9,2,3.0,8,5.83,1.69,,8.0,9,,,2,11.0,8,2
12677,2,1.23,3,8.0,1,2,3.0,8,4.61,1.58,,8.0,9,,,2,11.0,5,3
12678,2,1.42,3,8.0,9,2,3.0,8,5.02,1.61,,8.0,9,,,2,11.0,8,3
12679,2,1.54,3,4.0,9,2,3.0,8,6.12,1.99,,8.0,9,,,2,11.0,1,3
12680,2,1.42,3,8.0,1,2,1.0,8,4.93,1.46,,8.0,9,,,2,11.0,5,3
12681,2,1.49,3,4.0,1,2,3.0,8,5.48,2.08,,8.0,9,,,2,11.0,8,3
12682,2,1.7,3,4.0,9,2,3.0,8,6.06,1.73,,8.0,9,,,2,11.0,1,3
12683,2,1.75,3,8.0,9,2,3.0,8,6.69,1.82,,8.0,9,,,2,11.0,1,2
12684,2,1.53,3,4.0,1,2,3.0,8,6.91,2.04,,8.0,9,,,2,11.0,5,2
12685,2,1.73,3,8.0,9,2,1.0,8,7.13,2.06,,8.0,9,,,2,11.0,1,3
12686,2,1.44,3,2.0,9,2,1.0,8,6.09,2.31,,8.0,9,,,2,11.0,1,2
12687,2,1.55,3,4.0,1,2,3.0,8,6.94,2.2,,8.0,9,,,2,11.0,8,2
12688,2,1.53,3,8.0,9,2,3.0,8,5.57,1.77,,8.0,9,,,2,11.0,8,2
12689,2,1.48,3,4.0,1,2,1.0,8,6.46,2.09,,8.0,9,,,2,11.0,8,3
12690,2,1.36,3,4.0,9,2,1.0,8,4.86,1.78,,8.0,9,,,2,11.0,1,2
12691,2,1.31,3,8.0,1,2,1.0,8,5.52,1.67,,8.0,9,,,2,11.0,1,3
12692,2,1.59,3,8.0,9,2,3.0,8,6.06,1.95,,8.0,9,,,2,11.0,8,3
12693,2,1.53,3,2.0,9,2,3.0,8,5.93,1.9,,8.0,9,,,2,11.0,8,2
12694,2,1.33,3,8.0,1,2,1.0,8,5.21,1.93,,8.0,9,,,2,11.0,8,3
12695,2,1.29,3,8.0,9,2,1.0,8,4.95,2.2,,8.0,9,,,2,11.0,5,3
12696,2,1.45,3,8.0,9,2,3.0,8,6.4,1.76,,8.0,9,,,2,11.0,5,3
12697,2,1.45,3,8.0,9,2,1.0,8,5.92,1.73,,8.0,9,,,2,11.0,1,3
12698,2,1.5,3,4.0,1,2,3.0,8,6.74,1.94,,8.0,9,,,2,11.0,8,2
12699,2,1.37,3,8.0,1,2,3.0,8,5.46,1.67,,8.0,9,,,2,11.0,5,3
12700,2,1.27,3,4.0,9,2,3.0,8,5.49,1.5,,8.0,9,,,2,11.0,1,3
12701,2,1.52,3,4.0,1,2,3.0,8,4.87,1.66,,8.0,9,,,2,11.0,8,2
12702,2,1.48,3,2.0,9,2,3.0,8,5.83,2.0,,8.0,9,,,2,11.0,8,2
12703,2,1.67,3,2.0,1,2,3.0,8,5.63,2.19,,8.0,9,,,2,11.0,5,3
12704,2,1.41,3,2.0,1,2,1.0,8,5.49,1.53,,8.0,9,,,2,11.0,1,3
12705,2,1.35,3,4.0,9,2,3.0,8,5.57,2.03,,8.0,9,,,2,11.0,1,2
12706,2,1.46,3,2.0,1,2,3.0,8,5.42,1.98,,8.0,9,,,2,11.0,8,2
12707,2,1.64,3,4.0,9,2,1.0,8,6.9,2.27,,8.0,9,,,2,11.0,8,3
12708,1,1.03,3,2.0,9,2,,9,3.59,0.83,,,8,,,2,11.0,8,2
12709,1,0.7,3,2.0,9,2,,9,3.53,0.81,,,8,,,2,11.0,8,2
12710,1,0.88,3,2.0,11,2,,9,3.69,0.87,,,9,,,2,11.0,8,2
12711,1,0.71,3,2.0,9,2,,9,3.57,0.73,,,8,,,2,11.0,8,3
12712,1,0.72,3,2.0,9,2,,9,3.51,0.77,,,9,,,2,11.0,8,2
12713,1,0.59,3,2.0,9,2,,9,3.59,0.69,,,9,,,2,11.0,8,2
12714,1,0.69,3,2.0,11,2,,9,3.55,0.72,,,9,,,2,11.0,8,2
12715,1,0.64,3,2.0,9,2,,9,3.38,0.71,,,9,,,2,11.0,8,2
12716,1,0.75,3,2.0,9,2,,9,3.6,0.78,,,9,,,2,11.0,8,3
12717,1,0.83,3,2.0,11,2,,9,3.74,0.92,,,9,,,2,11.0,8,3
12718,1,0.61,3,2.0,9,2,,9,3.38,0.7,,,9,,,2,11.0,8,3
12719,1,0.7,3,2.0,9,2,,9,3.62,0.77,,,8,,,2,11.0,8,2
12720,1,0.61,3,2.0,9,2,,9,3.39,0.75,,,9,,,2,11.0,8,3
12721,1,0.76,3,2.0,9,2,,9,3.8,0.8,,,9,,,2,11.0,8,3
12722,1,0.8,3,2.0,9,2,,9,3.9,0.83,,,9,,,2,11.0,8,2
12723,1,0.66,3,2.0,11,2,,9,3.47,0.68,,,8,,,2,11.0,8,3
12724,1,0.75,3,2.0,9,2,,9,3.64,0.84,,,8,,,2,11.0,8,2
12725,1,0.62,3,2.0,11,2,,9,3.21,0.71,,,9,,,2,11.0,8,2
12726,1,0.79,3,2.0,11,2,,9,3.55,0.82,,,8,,,2,11.0,8,2
12727,1,0.69,3,2.0,11,2,,9,3.29,0.71,,,9,,,2,11.0,8,3
12728,1,0.7,3,2.0,11,2,,9,3.7,0.79,,,8,,,2,11.0,8,2
12729,1,0.64,3,2.0,9,2,,9,3.55,0.71,,,8,,,2,11.0,8,2
12730,1,0.62,3,2.0,11,2,,9,3.36,0.66,,,8,,,2,11.0,8,3
12731,1,0.62,3,2.0,11,2,,9,3.34,0.65,,,9,,,2,11.0,8,2
12732,1,0.72,3,2.0,11,2,,9,3.47,0.73,,,9,,,2,11.0,8,2
12733,1,0.56,3,2.0,9,2,,9,3.35,0.67,,,9,,,2,11.0,8,3
12734,1,0.72,3,2.0,9,2,,9,3.6,0.82,,,8,,,2,11.0,8,3
12735,1,0.86,3,2.0,11,2,,9,3.88,0.81,,,9,,,2,11.0,8,3
12736,1,0.78,3,2.0,9,2,,9,3.54,0.77,,,8,,,2,11.0,8,2
12737,1,0.68,3,2.0,9,2,,9,3.3,0.6,,,9,,,2,11.0,8,2
12738,1,0.75,3,2.0,9,2,,9,3.54,0.77,,,9,,,2,11.0,8,2
12739,1,0.62,3,2.0,9,2,,9,3.51,0.75,,,8,,,2,11.0,8,3
12740,1,0.65,3,2.0,11,2,,9,3.31,0.65,,,8,,,2,11.0,8,3
12741,1,0.62,3,2.0,11,2,,9,3.45,0.83,,,9,,,2,11.0,8,2
12742,1,0.75,3,2.0,9,2,,9,3.62,0.86,,,8,,,2,11.0,8,2
12743,1,0.82,3,2.0,11,2,,9,3.57,0.75,,,9,,,2,11.0,8,2
12744,1,0.38,3,2.0,11,2,,9,3.6,0.74,,,9,,,2,11.0,8,3
12745,1,0.54,3,2.0,11,2,,9,3.31,0.7,,,9,,,2,11.0,8,2
12746,1,0.83,3,2.0,9,2,,9,3.46,0.79,,,8,,,2,11.0,8,2
