,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
2296,2,3,3,4,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,7,2,5,7
2297,2,3,1,1,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,2,4,1
2298,2,3,1,1,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,7,2,6,7
2299,2,3,3,4,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,1,5,7
2300,2,3,3,8,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,7,2,5,7
2301,2,3,3,1,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,7,1,5,7
2302,2,3,1,4,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,7,2,5,7
2303,2,3,1,4,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,7,1,6,7
2304,2,3,3,4,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,7,1,5,7
2305,2,3,3,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,7,2,6,7
2306,2,4,3,4,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,7,2,5,7
2307,2,3,1,8,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,7,1,5,7
2308,2,3,3,8,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,7,1,6,7
2309,2,3,1,1,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,7,2,5,7
2310,2,3,1,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,2,6,7
2311,2,4,1,1,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,7,1,5,7
2312,2,4,1,1,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,2,6,7
2313,2,3,3,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,2,5,7
2314,2,3,1,8,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,7,1,6,7
2315,2,4,3,1,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,7,1,5,7
2316,2,3,3,8,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,7,1,5,7
2317,2,4,3,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,1,6,7
2318,2,3,3,4,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,7,1,6,7
2319,2,4,1,1,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,7,2,5,7
2320,2,3,3,4,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,7,1,6,7
2321,2,3,3,8,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,1,5,7
2322,2,3,3,1,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,1,6,7
2323,2,3,1,4,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,1,6,7
2324,2,3,1,8,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,7,2,6,7
2325,2,3,1,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,1,5,7
2326,2,4,1,1,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,7,2,6,7
2327,2,4,3,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,2,5,7
2328,2,3,1,1,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,7,1,5,7
2329,2,3,3,8,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,7,1,6,7
2330,2,4,1,1,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,7,1,5,7
2331,2,3,3,1,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,7,1,5,7
2332,2,4,1,1,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,7,1,6,7
2333,2,3,3,8,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,7,2,6,7
2334,2,3,3,8,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,7,2,6,7
2335,2,3,1,4,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,7,2,5,7
2336,2,3,1,4,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,7,2,5,7
2337,2,4,1,8,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,7,2,5,7
2338,2,3,1,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,7,2,6,7
2339,2,3,3,8,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,7,2,6,7
2340,2,3,3,4,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,7,2,5,7
2341,2,3,3,4,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,7,1,6,7
2342,2,3,1,8,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,7,2,5,7
2343,2,4,1,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,2,5,7
2344,2,3,3,1,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,2,6,7
2345,2,3,3,4,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,7,1,5,7
2346,2,3,1,9,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,2,4,1
2347,2,4,3,4,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,7,2,6,7
2348,2,4,4,4,2,7,3,2,1,2,2,4,1,1,8,8,1,3,2,2,2,4,1
2349,2,4,1,1,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,7,2,6,7
2350,2,3,3,8,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,1,6,7
2351,1,4,3,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,7,2,4,5
2352,2,3,3,4,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,7,1,5,7
2353,2,4,1,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,1,6,7
2354,2,3,1,4,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,7,2,6,7
2355,2,3,1,8,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,7,1,5,7
2356,2,4,1,4,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,7,1,5,7
2357,2,3,3,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,7,2,6,7
2358,2,3,3,8,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,7,1,6,7
2359,2,3,3,1,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,7,2,5,7
2360,2,3,3,1,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,2,6,7
2361,2,4,1,1,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,7,1,6,7
2362,2,3,3,4,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,7,1,6,7
2363,2,3,3,1,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,7,1,6,7
2364,2,3,1,8,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,7,1,5,7
2365,2,4,1,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,7,1,6,7
2366,2,3,1,8,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,1,5,7
2367,2,4,4,9,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,2,1,1
2368,2,3,3,1,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,7,1,5,7
2369,2,3,1,4,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,7,1,6,7
2370,2,3,1,1,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,7,1,6,7
2371,2,3,1,8,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,7,2,6,7
2372,2,4,1,1,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,7,1,6,7
2373,2,3,1,1,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,7,2,5,7
2374,2,3,3,1,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,2,6,7
2375,1,4,4,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,7,2,5,5
2376,2,3,1,4,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,7,1,5,7
2377,2,4,4,9,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,1,4,1
2378,2,3,4,4,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,2,4,1
2379,2,3,1,4,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,7,1,5,7
2380,2,4,1,1,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,7,1,6,7
2381,2,3,1,8,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,7,1,5,7
2382,2,3,3,4,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,7,1,5,7
2383,2,4,1,1,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,7,1,6,7
2384,2,3,1,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,2,5,7
2385,1,3,1,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,7
2386,2,3,3,8,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,7,1,6,7
2387,2,3,1,1,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,1,1,1
2388,1,3,4,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,7,2,5,1
2389,2,3,3,4,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,2,6,7
2390,2,4,1,1,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,2,5,7
2391,2,3,1,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,1,6,7
2392,2,3,3,4,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,7,1,5,7
2393,2,3,3,4,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,1,5,7
2394,2,4,1,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,2,5,7
2395,2,4,1,1,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,7,1,6,7
2396,2,3,1,4,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,7,1,5,7
2397,2,4,1,4,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,7,2,6,7
2398,2,3,3,8,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,7,2,6,7
2399,2,3,1,8,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,1,6,7
2400,1,3,4,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,7,1,5,1
2401,2,4,1,4,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,1,5,7
2402,2,3,1,4,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,1,5,7
2403,2,4,3,8,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,1,5,7
2404,2,4,3,4,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,1,5,7
2405,2,3,3,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,2,5,7
2406,2,3,3,8,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,7,2,6,7
2407,2,3,1,8,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,2,6,7
2408,2,3,3,8,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,7,1,6,7
2409,2,4,1,4,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,7,2,6,7
2410,2,3,1,4,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,7,1,5,7
2411,2,4,1,1,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,7,2,5,7
2412,2,3,3,1,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,2,5,7
2413,2,3,3,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,7,1,5,7
2414,2,3,1,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,2,5,7
2415,2,3,3,1,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,1,6,7
2416,2,4,1,1,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,7,2,5,7
2417,2,3,3,1,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,7,1,6,7
2418,2,3,3,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,7,1,6,7
2419,2,4,1,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,7,1,5,7
2420,2,3,1,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,7,2,6,7
2421,2,3,1,1,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,7,2,5,7
2422,2,3,3,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,1,6,7
2423,2,4,1,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,7,2,6,7
2424,2,3,1,8,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,7,2,6,7
2425,2,4,1,1,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,7,2,5,7
2426,1,3,4,6,2,3,3,1,2,5,1,1,4,4,8,8,1,3,2,7,1,5,7
2427,2,3,1,8,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,2,6,7
2428,2,4,1,1,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,7,1,6,7
2429,2,3,1,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,1,6,7
2430,2,4,1,8,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,7,2,5,7
2431,2,3,3,8,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,7,1,6,7
2432,2,3,1,4,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,7,2,6,7
2433,2,3,1,4,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,7,2,6,7
2434,2,3,1,4,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,7,1,5,7
2435,2,3,1,4,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,7,2,6,7
2436,2,4,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,2,6,7
2437,2,3,1,8,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,7,2,5,7
2438,2,4,3,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,7,1,6,7
2439,2,4,3,8,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,7,1,5,7
2440,2,3,3,4,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,7,2,6,7
2441,2,3,3,4,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,1,6,7
2442,2,3,1,4,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,7,1,6,7
2443,1,3,1,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,6,1
2444,2,3,3,1,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,7,1,5,7
2445,2,3,3,8,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,2,6,7
2446,2,3,1,1,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,7,1,5,7
2447,2,4,1,1,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,7,2,6,7
2448,2,4,1,1,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,7,1,5,7
2449,2,4,1,4,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,1,6,7
2450,2,4,1,4,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,7,2,6,7
2451,2,3,3,4,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,2,6,7
2452,2,3,1,4,2,7,3,2,1,1,2,4,4,1,8,8,1,3,2,2,2,1,1
2453,2,3,3,4,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,1,6,7
2454,2,3,1,8,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,7,1,6,7
2455,2,4,1,1,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,1,5,7
2456,2,3,3,8,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,7,2,6,7
2457,2,3,1,4,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,7,2,5,7
2458,2,3,1,1,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,7,1,6,7
2459,2,3,3,8,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,2,5,7
2460,2,3,1,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,1,5,7
2461,2,4,1,4,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,7,1,6,7
2462,2,3,3,4,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,7,1,6,7
2463,2,3,3,4,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,7,1,5,7
2464,2,4,1,1,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,7,2,6,7
2465,2,3,1,4,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,7,1,5,7
2466,2,4,1,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,2,5,7
2467,2,3,3,8,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,7,1,5,7
2468,2,3,1,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,1,6,7
2469,2,3,3,4,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,7,1,5,7
2470,2,4,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,1,5,7
2471,2,3,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,2,5,7
2472,2,3,1,1,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,7,1,5,7
2473,2,3,3,4,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,7,2,5,7
2474,2,3,3,4,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,7,2,6,7
2475,2,3,3,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,7,2,5,7
2476,2,3,3,1,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,7,1,5,7
2477,2,3,3,4,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,7,1,6,7
2478,1,4,3,1,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,7,1,4,5
2479,2,3,4,4,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,2,4,1
2480,2,3,1,4,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,7,1,5,7
2481,2,3,1,8,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,7,1,6,7
2482,1,3,4,6,2,3,3,2,2,9,1,1,4,4,8,8,1,3,2,7,2,4,7
2483,2,3,3,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,1,6,7
2484,2,3,1,8,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,1,5,7
2485,2,3,3,1,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,7,2,6,7
2486,2,3,3,8,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,7,1,5,7
2487,2,3,4,9,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,2,4,1
2488,2,4,1,4,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,2,5,7
2489,2,3,3,4,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,7,2,5,7
2490,2,3,3,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,7,2,5,7
2491,2,3,1,8,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,7,2,6,7
2492,2,3,3,4,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,7,1,5,7
2493,2,3,3,4,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,2,5,7
2494,2,3,1,8,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,1,6,7
2495,1,4,3,9,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,7,2,5,5
2496,2,4,1,1,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,7,2,6,7
2497,2,3,1,8,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,7,1,6,7
2498,2,3,1,8,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,7,2,5,7
2499,2,3,3,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,1,5,7
2500,2,4,4,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,4,1
2501,2,3,1,1,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,2,1,1
2502,2,3,1,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,1,5,7
2503,2,4,1,1,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,7,2,5,7
2504,2,3,3,8,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,2,6,7
2505,2,3,3,8,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,2,6,7
2506,2,3,3,8,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,7,2,6,7
2507,2,4,1,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,1,6,7
2508,2,3,1,4,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,1,5,7
2509,2,4,1,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,7,1,5,7
2510,2,4,1,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,7,2,6,7
2511,2,3,3,8,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,2,5,7
2512,1,3,4,9,2,3,3,2,2,8,1,1,4,4,8,8,1,3,2,7,2,4,7
2513,2,4,1,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,1,6,7
2514,2,4,1,4,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,2,6,7
2515,2,4,1,1,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,7,1,5,7
2516,2,3,3,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,7,1,5,7
2517,2,3,1,8,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,7,1,6,7
2518,2,4,4,9,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,2,4,1
2519,2,3,3,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,2,6,7
2520,2,3,1,8,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,1,5,7
2521,2,4,1,1,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,7,2,5,7
2522,2,4,1,1,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,1,5,7
2523,2,3,3,1,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,7,1,6,7
2524,2,3,3,4,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,7,2,6,7
2525,2,3,3,1,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,1,5,7
2526,2,3,1,4,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,7,2,6,7
2527,2,3,3,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,1,6,7
2528,2,3,3,1,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,7,1,5,7
2529,2,4,1,1,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,7,2,6,7
2530,2,3,3,4,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,7,2,5,7
2531,2,3,3,8,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,7,1,6,7
2532,2,3,3,1,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,7,1,6,7
2533,1,3,1,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,4
2534,2,4,1,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,1,5,7
2535,2,3,3,8,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,7,1,5,7
2536,1,3,1,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,7
2537,2,3,3,8,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,1,5,7
2538,2,3,1,8,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,7,1,5,7
2539,1,3,1,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,7
2540,1,3,1,6,2,3,3,2,2,2,1,1,4,4,8,8,1,3,2,7,2,4,7
2541,2,3,1,4,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,7,1,5,7
2542,2,4,1,4,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,7,2,6,7
2543,2,3,1,4,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,7,2,5,7
2544,2,3,3,4,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,1,6,7
2545,2,3,3,4,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,7,2,5,7
2546,2,4,1,4,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,7,2,6,7
2547,2,3,1,4,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,2,6,7
2548,2,3,1,8,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,1,5,7
2549,2,3,1,1,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,1,6,7
2550,2,3,3,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,7,1,5,7
2551,2,4,1,1,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,1,6,7
2552,2,4,1,1,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,7,2,5,7
2553,2,4,1,4,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,7,1,6,7
2554,2,3,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,7,1,6,7
2555,2,3,3,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,7,2,5,7
2556,2,3,3,8,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,7,2,5,7
2557,2,4,1,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,7,2,5,7
2558,2,3,3,4,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,7,2,5,7
2559,2,3,3,1,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,7,1,6,7
2560,1,3,1,9,2,3,3,1,2,5,1,1,4,4,8,8,1,3,2,7,1,5,7
2561,2,4,1,1,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,7,1,6,7
2562,2,3,3,8,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,7,2,5,7
2563,2,3,3,1,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,7,2,6,7
2564,2,4,1,4,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,7,1,5,7
2565,2,3,1,8,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,7,1,6,7
2566,1,3,1,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,7
2567,2,3,3,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,7,1,6,7
2568,2,4,1,4,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,7,2,5,7
2569,2,4,3,8,1,7,3,1,1,11,2,1,4,4,8,8,1,3,2,7,1,5,7
2570,2,3,1,8,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,7,2,5,7
2571,1,3,1,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,1
2572,2,3,3,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,7,2,6,7
2573,2,3,3,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,7,1,5,7
2574,2,3,3,1,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,7,1,5,7
2575,2,3,3,1,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,7,1,6,7
2576,2,3,3,4,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,7,2,6,7
2577,2,3,3,1,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,7,1,6,7
